AccountNumber,MasterCustomerDetailsFlag,PrimaryAccountHolderFlag,Title,FirstName,MiddleInitial,LastName,NameSuffix,BusinessName,StreetAddress1,StreetAddress2,StreetAddress3,City,State,ZipCodePre,ZipCodeSuffix,DateOfBirth,DeathDate,PhoneNumber,EmailAddress,SSN,CommunicationPreference,Income,EmployerName,EmploymentDate,MemberStartDate,RelationshipCode,RaddonSegment,County,Region,Branch,CheckingFlag,CDFlag,MoneyMarketFlag,AutoLoanFlag,CreditCardFlag,PLFlag,HELOCFlag,HomeEquityLoanFlag,FirstMortgageFlag,StudentLoanFlag,OnlineBankingFlag,BillPayFlag,DebitCardFlag,NegShareWarning,BankruptcyWarning,DQWarning,BadAddressWarning,BadEmailWarning,ExcessiveFeesWarning,CreditScore1,CreditScoreDate1,CreditScore2,CreditScoreDate2,CreditScore3,CreditScoreDate3,CreditScore4,CreditScoreDate4,ProductAccountNumber,ProductType,Description,MonthlyPayment,DateOpened,Rate,TermType,TermInMonths,OriginalBalance,CurrentBalance,CCLimit,FlexFlag1,FlexFlag2,FlexFlag3,FlexFlag4,FlexFlag5,FlexFlag6,FlexFlag7,FlexFlag8,FlexFlag9,FlexFlag10,FlexChar1,FlexChar2,FlexChar3,FlexChar4,FlexNum1,FlexNum2,FlexNum3,FlexNum4,FlexDate1,FlexDate2,FlexDate3,FlexDate4,FlexMoney1,FlexMoney2,FlexMoney3,FlexMoney4,FlexRate1,FlexRate2,FlexRate3,FlexRate4
105731,1,1,Ms.,Channing,O,Armstrong,II,Burke Spears,Ap #931-3990 Sheraton Av.,762 Federal Street,"P.O. Box 811, 3434 Finkelstein Rd.",Miami,NH,97667,4370,6/24/1933,2/17/2013,,Red@IncReliable.ca,426532173,email,148034,& Sandwich,5,3/2/1952,38,Middle Market,Esq,Short,Broadway,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,
105732,1,1,Miss,Dexter,I,Morris,III,Sheraton Society,Ap #292-3153 Inc Ave,4129 Print Avenue,"P.O. Box 507, 9287 Cichy Road",Iqaluit,AK,13265,3780,10/27/2005,7/15/2013,,A.Iii.Oliver@Point.edu,426588410,email,48307,& Dev,24,3/12/1976,94,Low Income Depositor,Point,Crain,Broadway,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,
105733,1,1,Ms.,Wang,S,Hale,,Samuel I,896-4162 Industries Road,"P.O. Box 310, 9890 Friese Rd.","P.O. Box 327, 586 At Ave",Seattle,TN,9267,8691,4/23/1976,4/21/2012,,Esq.Safety.Direct@WillametteHobbiesBucks.co.uk,426644647,email,57285,Esq Khoury,47,5/25/1976,13,Middle Income Depositor,Stamping,Cpa,Broadway,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,
105734,1,1,Mr.,Vincent,B,Morgan,Jr.,Bank Of,Ap #541-3045 Pepsi Rd.,4946 Jr Rd.,5739 System Street,Basse-Bodeux,MA,55556,6330,5/17/2011,3/22/2013,,Inc@IncAndow.edu,426700884,email,111338,James P,20,2/17/2003,75,Middle Income Depositor,James,Healey,Broadway,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,
105735,1,1,Miss,Hamilton,K,Jacobson,Sr.,Llp Carey,"P.O. Box 892, 7379 Esq Road",2115 Heil Ave,"P.O. Box 225, 3092 D Rd.",Prestatyn,MT,61332,2460,11/11/1956,4/21/2013,,Playman.Co@HackettPeterJ.co.uk,426757121,email,3274,Esq Slant,2,7/1/1954,6,Low Income Depositor,Andrew,Plumbing,Broadway,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,
105736,1,1,,Armando,C,Ramsey,Jr.,Super 8,"P.O. Box 291, 8845 Andow Ave",Ap #105-4787 Corp Street,711-2998 Reagan Rd.,Northampton,TN,54633,5833,7/29/1948,9/28/2011,,Esq.Action@TrueElectric.edu,426813358,email,83368,Berry Naturipe,30,2/20/1966,80,Middle Market,Scale,Pk,Broadway,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,
105737,1,1,Mrs.,Yardley,B,Fernandez,II,& Betzold,9921 Hyacinth Road,892-367 Re Av.,8238 Clnrs Rd.,Bedford,FL,38921,2233,9/29/1973,6/21/2012,,Shea.David.J@IncActionNursing.ca,426869595,email,132761,Agency Lifestyles,8,12/18/1958,83,Middle Income Depositor,Plywood,Rogers,Broadway,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,
105738,1,1,,Theodore,F,Rodgers,,R D,744-5397 Tech Rd.,"P.O. Box 644, 9376 Henson St.",Ap #689-2720 Management Avenue,Oakham,SC,76432,3807,10/27/1970,10/10/2011,,Landing.Rv.Pk@PhillipCEsq.ca,426925832,email,76981,Inc Healthcare,35,2/16/1992,1,Credit Driven,Port,Products,Broadway,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,
105739,1,1,Mr.,Elton,U,Pennington,Sr.,Dyer James,8509 Perkins St.,383 Inc Road,Ap #664-1843 Discovery Ave,Lakewood,KS,52842,659,3/21/1999,8/5/2011,,Printing@SEsq.edu,426982069,email,30155,Dorfman Abrams,43,12/17/1957,90,Fee Driven,Fuhrmann,Nako,Broadway,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,
105740,1,1,,Marsden,E,Holmes,II,Allegro Copy,Ap #703-7843 Pepper St.,7645 Co Avenue,Ap #935-7336 Press Ave,Dumbarton,GA,74718,2734,1/1/1931,12/21/2012,,Bohning@CoHalpin.co.uk,427038306,email,17250,Machine Products,48,5/20/1975,86,Low Income Depositor,Terrance,Brown,Broadway,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,
105741,1,1,Miss,Vladimir,A,Potter,Jr.,Binson Inc,"P.O. Box 546, 6498 Mail Street","P.O. Box 794, 7254 Breen Street","P.O. Box 646, 9676 Aids St.",Sromness,CA,17951,270,6/4/2010,5/29/2013,,Co.Nakamura@IncBarrettPaving.co.uk,427094543,email,138047,Grt Nthrn,25,4/18/2005,70,Middle Income Depositor,Christine,John,Broadway,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,
105742,1,1,Mr.,Alvin,A,Clay,,Utility Trailer,Ap #196-1207 Scotsman Rd.,207-6007 & Road,"P.O. Box 752, 317 Esq Avenue",Denny,IN,924,7538,6/3/1934,2/28/2013,,Chevrolet.Geo.Florida@&.org,427150780,email,158626,Burring Co,3,11/19/1972,87,Upscale,Co,Esq,Broadway,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,
105743,1,1,,Hall,W,Armstrong,Jr.,Cpa Berry,Ap #154-6528 Victoria St.,Ap #837-4478 Scotsman Road,Ap #960-3381 L St.,Haverhill,CA,43343,6368,2/13/2008,9/9/2012,,Personal.Creations@Barrett.edu,427207017,email,2970,Alternatives Inc,2,6/14/2013,95,Low Income Depositor,William,Stephen,Broadway,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,
105744,1,1,Ms.,Ivan,K,Morgan,II,Zeronda Moraschs,"P.O. Box 625, 2943 Tec Road",Ap #120-5621 Baking Avenue,Ap #116-9852 Marketing Road,Macclesfield,MT,80008,6775,7/9/1984,6/26/2012,,&@JohnFEsq.org,427263254,email,40921,Postal Place,13,8/17/1958,15,Low Income Depositor,Academy,C,Broadway,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,
105745,1,1,Mrs.,Cruz,C,Stevens,,Andrea H,Ap #771-9952 A St.,387-6517 Channel St.,Ap #601-6388 Savage Rd.,Gary,NM,85057,1933,5/7/1954,12/12/2011,,C.Systems@&LibowitzPa.co.uk,427319491,email,48072,Instruments Hirt,23,11/5/1977,44,Fee Driven,Alloy,Anderson,Broadway,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
105746,1,1,Miss,William,X,Trevino,III,Harris James,7761 Studio Rd.,6976 Jack St.,"P.O. Box 231, 9000 Systems Rd.",Stonehaven,ID,9529,3314,7/12/1966,8/31/2012,,Bennett@Constrctn&.com,427375728,email,24240,Pro Pest,29,1/25/1995,36,Low Income Depositor,Roebuck,Hyacinth,Broadway,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,
105747,1,1,Mr.,Timon,H,Shelton,,Gillis Donald,Ap #437-1621 & Road,9114 S Rd.,190 Dev Rd.,Carson City,VT,47523,9230,7/21/2009,3/20/2012,,Pa.Powers.&@KhouryFactoryOutlet.ca,427431965,email,98979,Esq Waldein,19,9/17/2008,72,Middle Market,David,Of,Broadway,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,
105748,1,1,Mrs.,Trevor,F,Huber,III,Inc Mail,561-8241 Travel St.,"P.O. Box 786, 257 Hislop Road","P.O. Box 190, 1890 Gas Avenue",Boston,AZ,12831,39,3/5/2025,2/11/2012,,Co@Arizona.com,427488202,email,139368,Ronald R,50,7/21/1973,64,Middle Market,And,Pea,Broadway,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
105749,1,1,Ms.,Laith,C,Bishop,II,Craft Pontoon,3639 Company Rd.,5154 Hallmark Rd.,"P.O. Box 488, 110 Ebbeson St.",Helena,WI,1165,9014,5/19/1949,9/10/2012,,Fox.Meijer.Associates@Edwards.co.uk,427544439,email,20573,Everngam &,34,2/2/1996,69,Low Income Depositor,Interwest,Co,Broadway,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,
105750,1,1,Mr.,Calvin,S,Ford,II,Inc Grt,"P.O. Box 845, 2491 Pro St.",Ap #927-4541 Place Rd.,Ap #671-6383 Guy St.,Leut,HI,56997,8362,11/5/1936,11/1/2011,,Welk@KintechStampingInc.ca,427600676,email,183059,& Son,3,1/26/1964,71,Upscale,Temple,Young,Broadway,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
105751,1,1,,Honorato,G,Mcgee,II,Metal Cutting,340-6734 Meijer St.,"P.O. Box 123, 7747 Square Street",293-2962 Distributors Rd.,Ranst,MA,92042,1575,10/12/1930,7/10/2012,,Inc.E@ProductsIncBelton.net,427656913,email,13949,B Esq,5,4/24/1962,9,Low Income Depositor,Society,International,Broadway,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
105752,1,1,Ms.,Caesar,Z,Hawkins,Jr.,Delaney James,5753 S Rd.,689 Labs Street,726-4154 Loftus Avenue,Canberra,ID,45040,7426,9/27/1935,10/7/2012,,A.Limousine.Service@OrtmanMccainCo.ca,427713150,email,232386,Founders Gutmann,39,10/16/1990,49,Upscale,Wrecking,Cpa,Broadway,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,
105753,1,1,,Ahmed,E,Cervantes,,Kiley Pc,"P.O. Box 993, 5064 Process St.",290-4033 Co St.,"P.O. Box 891, 2337 Brickman Road",Logan City,AK,16065,8760,7/24/1982,2/11/2012,,Lorna@Co.co.uk,427769387,email,52321,Inc Gagen,50,10/15/1988,73,Middle Market,Teleflex,Inc,Broadway,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,
105754,1,1,Miss,Beau,Q,Bender,II,Inc Recreation,959-851 Ace Rd.,"P.O. Box 264, 8001 Co Rd.",163-6612 Co Avenue,Colorado Springs,VA,41105,7714,12/20/1965,2/19/2013,,William@IiiRO.edu,427825624,email,8742,Associates Inc,18,12/4/2001,68,Fee Driven,Young,Nursing,Broadway,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,
105755,1,1,Ms.,Elvis,N,Carey,II,Inc Lawson,"P.O. Box 876, 437 William Rd.",Ap #223-9787 Ames St.,8744 Action Avenue,Cambridge,WA,63880,5439,10/19/2014,8/28/2012,,Wrecking.Company.Inc@Norman.net,427881861,email,69566,Ronald H,26,8/19/1968,44,Middle Income Depositor,Systems,Manufacturing,Broadway,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,
105756,1,1,Mr.,Ralph,Y,Taylor,Sr.,Min &,"P.O. Box 384, 4664 Esq St.",Ap #666-7855 Theo St.,Ap #511-1906 Escrow Rd.,Tranent,CA,75230,4803,1/21/1948,2/20/2012,,James.P@10WirthJohn.ca,427938098,email,124381,Inc Anchor,49,7/1/1960,66,Middle Market,Edwards,Mills,Broadway,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,
105757,1,1,Miss,Armando,R,Weber,,D Short,628-610 Urso St.,Ap #430-2504 Muller St.,"P.O. Box 335, 6929 Wall Avenue",Shaftesbury,PA,20356,7862,4/16/2017,6/27/2013,,Catholic@H.co.uk,427994335,email,9618,John R,43,7/11/1971,14,Low Income Depositor,Esq,Constrctn,Broadway,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,
105758,1,1,Mrs.,Ashton,S,Boone,,Importers Ramada,7552 Rimpsey Rd.,Ap #260-5936 William Avenue,433-4133 Prod Rd.,Minot,SC,23859,3850,10/7/1978,10/23/2011,,Filter.White@DanielB.edu,428050572,email,214065,Pamela E,12,3/19/1985,30,Upscale,&,F,Broadway,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,
105759,1,1,,Sylvester,T,Chapman,Jr.,Wright Morris,9886 Esq Av.,6485 Jr Rd.,Ap #500-5548 Inn St.,Nashville,MS,14892,691,3/10/1933,9/24/2011,,Gillis.Donald.W@Enviro.ca,428106809,email,165286,Press Clark,9,12/13/1983,19,Upscale,Constantino,Betzold,Broadway,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,
105760,1,1,Mrs.,Wyatt,S,Walker,Jr.,Of Brunswick,Ap #416-8989 Builders Road,372-2144 Arprt Av.,558-8053 L Av.,Santa Fe,NH,35268,1056,1/15/2006,12/16/2012,,Esq@Art.edu,428163046,email,100027,Pub Accts,46,6/2/2005,19,Credit Driven,Village,Misko,Broadway,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,
105761,1,1,Mrs.,Steel,G,Dale,,Shapiro Mark,640-4566 Doerhoff Road,"P.O. Box 595, 5665 Fischer Av.",9756 Re Av.,Bath,LA,58969,6371,6/22/1956,11/29/2011,,Jack.M@Pa.net,428219283,email,202028,Chartered Barco/chromatics,41,3/18/1975,14,Upscale,Apartment,Robert,Broadway,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,
105762,1,1,Mr.,Tate,E,Cline,II,Brunswick Als,Ap #785-7422 Corporation Avenue,Ap #247-6179 The Ave,135-8331 Peter Ave,Olathe,TN,23,9331,6/9/1954,1/4/2013,,Oregon@PrintersIncAcra.com,428275520,email,67442,Tilt Lock,29,3/22/2007,45,Middle Income Depositor,Fabrication,Brian,Broadway,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
105763,1,1,,Nathan,Q,Simmons,Sr.,Company Dowse,7940 Jack Rd.,530-707 R Street,Ap #781-7629 Andrea Ave,Wetaskiwin,OR,59994,3072,7/9/1980,8/11/2011,,Hill@CoDoor.net,428331757,email,150578,Family Credit,6,11/13/1951,64,Upscale,Club,Inc,Broadway,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,
105764,1,1,Miss,Rooney,L,Browning,Jr.,Dennis N,"P.O. Box 236, 5976 Geo Ave","P.O. Box 321, 6375 Charles Rd.","P.O. Box 615, 195 X St.",Ross-on-Wye,NH,490,1696,3/9/1980,3/9/2013,,Lorna.Brumfield.Esq@PasqualeM.co.uk,428387994,email,98828,Brush Co,3,6/12/1963,12,Credit Driven,Esq,Pursell,Broadway,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,
105765,1,1,Mr.,Travis,X,Harper,II,Play Craft,Ap #233-8754 P Road,Ap #728-1642 Software Rd.,4547 City Road,Cheyenne,IA,13318,1294,4/3/2013,7/18/2013,,E@&.edu,428444231,email,35032,B Esq,5,12/10/1976,21,Low Income Depositor,Pepsi,&,Broadway,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
105766,1,1,Ms.,Lane,O,Donovan,II,Henson Claudia,589-7604 Sean Av.,"P.O. Box 657, 4584 Swanson Av.",Ap #754-4188 Cox Rd.,Wolverhampton,WI,67245,5032,1/11/2021,2/27/2012,,P@EnterprisesLtd.org,428500468,email,149816,Bottlers Inc,34,2/20/1956,28,Middle Income Depositor,Berry,R,Broadway,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,
105767,1,1,,Bert,V,Rogers,Sr.,Esq Chamot,9369 Cpa Rd.,"P.O. Box 905, 4433 Railway Street",7114 Inc Road,Lerwick,WI,65763,1791,7/27/1975,1/28/2012,,William.R.Esq@Olive.co.uk,428556705,email,197247,Robert I,1,10/11/2001,82,Upscale,Esq,Paper,Broadway,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,
105768,1,1,Miss,Benedict,D,Bowen,,Northbrook Flowers,9624 Founders Street,7801 T Road,Ap #659-8787 Rltrs Av.,Birmingham,ND,26285,2865,9/27/2000,1/28/2012,,Co@HammermanStanley.com,428612942,email,230324,Inc Roberts,22,4/26/1979,80,Upscale,William,Data,Broadway,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,
105769,1,1,,Randall,E,Miller,II,Cichy Selig,731-1558 Pub Rd.,"P.O. Box 934, 262 C Avenue",6584 Phillip Street,Terrance,KS,4615,5713,3/3/2000,2/14/2012,,Associates.Credit.Union@DoerhoffDorfman.org,428669179,email,198859,Esq Southern,20,3/18/1993,57,Upscale,Robert,Co,Broadway,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,
105770,1,1,Mr.,Raphael,F,Odom,II,Inc Midwest,6789 Carolyn Ave,Ap #545-7938 Hotel Rd.,"P.O. Box 551, 6328 Daniel Road",Boise,SD,12478,3259,1/2/1952,2/5/2013,,Castings.Inc@OR.edu,428725416,email,169038,Process Engineering,17,12/14/1961,54,Upscale,Constantine,Stanley,Broadway,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
105771,1,1,Mrs.,Tucker,E,Larsen,Jr.,Inc Highland,"P.O. Box 333, 8223 Meicher St.",6131 Esq Av.,437-9509 Agency Ave,Rothesay,WV,19963,9227,12/4/2026,6/18/2013,,Inc@Burnie.ca,428781653,email,249061,Davis Randle,42,8/8/2004,1,Upscale,Plywood,Center,Broadway,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,
105772,1,1,Miss,Nigel,G,Odonnell,,Automation Products,821-312 Morris Road,"P.O. Box 481, 1826 E Av.",169-9045 Janet Rd.,Olympia,OK,60664,9005,4/23/1935,2/15/2013,,Janet@DennisN.com,428837890,email,7040,Tile City,26,12/29/1999,87,Low Income Depositor,Oregon,Newood,Broadway,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,
105773,1,1,Miss,Harrison,V,Snider,Sr.,Appraisal Inc,767 Plumbing St.,"P.O. Box 404, 8807 Peacock St.","P.O. Box 678, 1839 A Rd.",Kearney,AZ,10220,9023,2/7/1974,6/18/2013,,Carey.Filter.White@Resource.edu,428894127,email,201033,Computer X,42,1/20/1999,95,Upscale,American,Auth,Broadway,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,
105774,1,1,Ms.,Odysseus,Y,Boyd,III,R Esq,Ap #374-2265 Inc Avenue,6290 Esq Rd.,Ap #235-4690 Farmer Rd.,Hoogeveen,WA,58792,1800,5/12/2004,1/21/2013,,Scale@ProdSeawright.edu,428950364,email,187596,O Esq,32,5/24/1974,76,Upscale,Guaranty,Barrett,Broadway,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,
105775,1,1,,Brett,U,Foster,II,Esq Thomas,4703 Victoria St.,528-5886 Esq St.,Ap #745-1305 Rltrs Avenue,Newton Stewart,CT,37617,1885,6/18/1930,2/24/2013,,S@IncHoliday.com,429006601,email,6752,Jeffrey S,26,4/11/1990,90,Low Income Depositor,America,Insurcorp,Broadway,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,
105776,1,1,Mrs.,Len,L,Cervantes,II,Esq Ehrmann,Ap #615-6552 Inc Ave,896-6374 Johnson Road,Ap #682-669 Dillon Avenue,Whitchurch,NJ,88310,4952,6/25/2012,6/6/2012,,Undercar.Distributors.Cowley@ChevroletGeo.org,429062838,email,240511,Carterville Mini,46,3/4/1961,77,Upscale,Joy,William,Broadway,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,
105777,1,1,,Jerry,D,Mcintosh,Jr.,John F,656-8886 Insight Avenue,"P.O. Box 397, 400 Esq Road",Ap #829-352 Stell Av.,Falkirk,MA,98592,7550,9/27/1972,1/1/2012,,Constrctn.&.Dev@Inc.net,429119075,email,241990,T Esq,33,3/28/1958,60,Upscale,Hislop,James,Broadway,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,
105778,1,1,Miss,Wallace,E,Johns,,Matt Kokkonen,Ap #778-2302 Wbnd Av.,Ap #348-3854 Wall Ave,"P.O. Box 984, 3056 Denis Road",Roosendaal,IN,23536,8462,10/23/2024,4/25/2013,,Corp.Swanson.Victoria@SignatureInnBlack.com,429175312,email,175585,Wrigley Robert,11,2/23/2009,54,Upscale,Esq,Hobbies,Broadway,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,
105779,1,1,,Warren,G,Huff,,Mark R,157-8249 Inn St.,336-4914 Dynamics Road,7999 Esq Avenue,Sacramento,NE,29635,7680,5/19/1974,7/28/2011,,Keil.James@Hearthside.org,429231549,email,1240,Mcintyre Mcintyre,8,8/27/1958,76,Low Income Depositor,Screw,Snyder,Broadway,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
